RPeakCount,SpectralEnergy,TotalPSD,WaveletEnergy,ShannonEntropy,SignalSTD,RhythmClass
2,21849.50372,22993.81024,803.3297214,5.927337807,0.132889011,1
2,19974.07044,21100.82175,771.7628068,5.880894582,0.131865556,1
1,17967.03158,18974.5399,722.097763,5.944916783,0.124691526,1
1,17756.04323,18727.57266,731.5842242,5.935364965,0.122444868,1
1,16653.9779,17673.44711,740.7085816,5.878054316,0.125429562,1
1,19214.32053,20270.98282,809.1599923,5.903086308,0.127699719,1
2,21534.57845,22433.00358,713.1992445,5.908626205,0.117748096,1
3,30571.89401,32381.27222,686.2737134,6.765848404,0.167192278,1
2,39621.75091,42168.68361,461.736507,7.322000658,0.198279267,1
1,16249.58386,17007.44797,540.8009165,5.867786131,0.108145464,1
1,11494.79515,12448.31236,592.663664,5.670144467,0.121304642,1
1,14201.40124,15297.90955,723.6710114,5.921806776,0.130083001,1
1,19849.35107,20832.82946,721.4193909,5.940360038,0.123195588,1
1,18475.88683,19470.10238,721.3473061,5.944354754,0.123867462,1
2,23340.83587,24429.10571,783.615977,6.001562705,0.129592834,1
1,18347.5588,19427.03713,785.8668799,5.94540599,0.129068283,1
1,15153.34029,16123.09083,728.7104639,5.873921337,0.122333032,1
1,16303.8669,17292.04768,738.4960851,5.910393699,0.123489806,1
1,17924.60083,18923.65901,711.9123925,5.950871894,0.124167534,1
1,5521.991994,7687.905125,1117.018433,4.966156663,0.182825245,1
2,29154.24458,30982.36755,559.125868,7.093716432,0.167991092,1
1,9735.879576,10657.63433,612.7093447,5.593852985,0.119267068,1
1,11442.69236,12413.90369,618.1543942,5.75802847,0.122424877,1
1,14251.43594,15332.68858,670.2721818,6.009814508,0.129174291,1
1,18226.46833,19441.56228,848.9403669,5.964572715,0.136936045,1
2,19328.65988,20355.6142,753.5413168,5.971141012,0.125889244,1
2,21698.21573,22869.08179,891.5403971,5.94565487,0.134422737,1
2,26249.47626,27276.49603,778.9046634,6.020068655,0.125893097,1
2,21994.8039,23103.62924,844.3585459,6.06408243,0.130811082,1
2,31721.33668,33709.63902,501.3139194,7.004210762,0.175189818,1
2,31362.17686,33970.89722,486.9376708,6.461475487,0.200683856,1
2,30538.65444,32841.73526,488.2074377,6.690644815,0.18855212,1
1,17382.0136,19290.28051,746.8970431,5.954312267,0.171606197,1
1,16091.79864,16972.35911,611.0038086,5.866333444,0.116571947,1
1,17495.55062,18611.65844,645.0598022,6.064533608,0.131239816,1
1,17233.09691,18382.16052,772.8400011,5.946546866,0.133163343,1
1,14204.42601,15302.51912,801.2182715,5.868012757,0.130176349,1
1,17255.35373,18261.2456,706.1347664,5.920510062,0.124591713,1
1,16504.89171,17634.30514,796.0409505,5.904480256,0.132019773,1
1,18094.19481,19165.50688,756.2994252,5.935413035,0.128579393,1
2,20671.06193,21604.41352,712.8538787,5.890819082,0.120014898,1
2,20169.47457,21297.33038,854.4234549,5.952915096,0.131928708,1
2,23177.65404,24285.82935,862.4335078,5.988673611,0.130772951,1
3,50218.42951,52032.94725,680.9417703,7.312361312,0.167366362,1
2,33378.1247,36026.91647,489.5758272,6.465851931,0.202221161,1
1,12809.99117,13612.25685,573.8867153,5.720679109,0.111268377,1
1,14851.29155,15822.74016,622.9621527,5.793463997,0.12243975,1
1,18503.60278,19539.28211,576.4145797,6.134296007,0.126422789,1
2,18870.39815,19952.42907,827.5537101,5.922543507,0.129223166,1
1,15545.92757,16559.05951,710.9914211,5.938490027,0.125039015,1
1,17035.22861,18057.37576,726.6879895,5.907513875,0.125594195,1
1,17611.074,18611.1937,744.0507783,5.893859104,0.124234614,1
1,19087.16246,20082.54479,768.3441969,5.917196638,0.123940431,1
1,17479.13626,18566.4676,801.8122355,5.897822765,0.129537496,1
2,20620.91428,21654.01526,804.4381412,5.904994456,0.126265415,1
2,21519.04989,22510.49624,821.0326299,5.981980778,0.123694235,1
3,43357.51445,45657.26251,434.8917364,7.458420218,0.188396214,1
2,30761.17006,33564.4339,469.7187843,6.654661559,0.208023075,1
1,11133.97036,11955.96722,551.9172782,5.633639988,0.112628476,1
1,9718.937166,13111.9449,990.5399277,6.199216767,0.228829512,1
1,12525.17794,13424.4287,576.626045,5.755446542,0.117802078,1
1,14848.82053,15922.40251,723.8563862,5.976512411,0.128715789,1
1,19137.39057,20171.05935,758.2529691,5.946290098,0.126300069,1
1,14456.10599,15449.65904,737.3206419,5.894066335,0.123825821,1
1,16191.88401,17231.04359,746.5572908,5.907580983,0.126635073,1
1,17704.84129,18640.11442,663.8964406,5.901730527,0.120138923,1
1,15217.15049,16253.58801,765.5732397,5.855755744,0.126469257,1
1,18468.46128,19473.53901,744.8641625,5.888025984,0.124540998,1
2,19076.86628,20123.67603,818.4609322,5.938985755,0.127100755,1
1,18430.04119,19417.59035,788.2345838,5.913907829,0.123451157,1
2,22245.77818,23378.52524,892.1263127,6.012545108,0.132214499,1
1,9578.209674,12516.19788,1160.431293,5.489509916,0.212936045,1
1,16547.79898,17592.45724,556.7877336,5.87876685,0.126969564,1
1,15857.26054,16846.14135,671.9747569,5.955435258,0.123533424,1
2,18863.8189,19892.8954,796.9682988,5.904463866,0.126019269,1
1,12461.12369,15795.98611,650.1398981,6.252587849,0.226858298,1
1,10042.42457,10839.5368,649.444505,5.592219495,0.110911281,1
1,15708.37964,16580.64151,561.0142616,5.906661632,0.116020861,1
1,18593.86643,19576.79373,742.9178432,5.89794474,0.12316101,1
1,17672.78344,18698.62359,750.0783171,5.957759156,0.125820801,1
1,18753.22609,19680.55488,734.8489004,5.874360032,0.119627543,1
2,20594.9393,21633.22502,794.0476058,5.927104534,0.126581938,1
1,15534.2964,16573.82105,763.2076133,5.931997366,0.126658123,1
1,15118.6142,16039.05009,710.7211643,5.858492569,0.119181849,1
1,10817.81284,12032.70557,483.6635888,5.719457174,0.136988923,1
1,14039.54853,14899.73028,588.8846567,5.742714541,0.115214879,1
2,35786.15925,38066.64104,693.051671,6.836178033,0.187604041,1
2,40219.44093,42968.37838,649.1418718,6.581607784,0.205967357,1
2,40943.16666,43612.15467,711.8289169,7.193720976,0.202954412,1
3,30877.36205,33327.47965,670.5059227,6.973772217,0.194453521,1
1,10737.26591,11620.01659,618.4251379,5.664144423,0.116716511,1
1,12906.47854,14136.38417,782.8452199,5.975699807,0.137769289,1
2,12874.13193,14211.94922,1008.362611,6.258813053,0.143684825,1
1,15253.13427,16020.15937,438.808524,5.749550844,0.108797121,1
1,16194.96961,17076.06908,594.9788674,5.892913838,0.116607567,1
1,12329.2662,13399.62183,684.5550228,5.930778523,0.128522049,1
1,12523.88296,13396.05712,555.4832462,5.631469623,0.116015003,1
1,27421.00509,29791.37034,392.8100125,6.368255134,0.191291762,1
1,14079.66814,14948.19807,579.8324851,5.692480872,0.115772671,1
1,13915.87704,14784.24864,587.4597809,5.746545956,0.115761832,1
1,16894.51996,18030.15595,756.3132987,5.934008838,0.132383029,1
2,18276.40678,19447.69215,829.4699913,5.944688005,0.13444483,1
1,15888.16382,16902.80224,748.6384544,5.884140289,0.125132371,1
1,17462.1071,18440.78741,720.1827102,5.914360385,0.122895182,1
1,32130.48842,35398.3302,431.4079377,6.581387811,0.224566447,1
3,44231.53308,46327.90275,671.8723103,7.169341027,0.179893289,1
1,8691.344365,9690.920586,715.2275737,5.551293395,0.124200447,1
1,12068.68324,13219.81836,633.6277071,5.845532689,0.133283332,1
1,15818.86085,16789.96918,648.4768944,5.875267393,0.122418308,1
1,16940.01232,18078.01093,745.1222387,5.846678354,0.132520664,1
1,17686.24057,18776.71812,706.3016388,5.895707731,0.129724161,1
1,15838.26223,16847.54304,669.8512719,5.874534115,0.124801273,1
1,16301.08231,17331.5722,731.1994344,5.818314961,0.126105728,1
1,17970.46686,19066.94715,756.1488486,5.916503467,0.130080905,1
1,19426.22039,20474.97796,724.0195593,5.969255273,0.127218491,1
1,17903.89664,19032.99032,784.4324345,5.953115989,0.132001085,1
1,17358.20992,18475.99495,820.6334003,5.962456483,0.131338556,1
1,8878.489814,11776.87297,989.86912,6.296356532,0.211490391,1
2,34103.61578,36656.1287,508.9972113,7.458544836,0.198472098,1
1,14674.34152,15571.60103,627.923032,5.792626599,0.117672071,1
1,22794.73071,23639.28729,777.4110956,5.920753156,0.114163623,1
1,18391.47608,19663.2607,716.1192245,6.19179442,0.140093967,1
1,18564.13996,19655.31355,773.6103608,5.966456553,0.129766504,1
1,18163.12976,19221.7853,669.7506804,5.936708711,0.12781911,1
1,14846.09158,16019.37392,783.1853258,5.973370423,0.13455982,1
1,12186.87174,13281.70934,747.7500217,5.905658871,0.1299833,1
1,11605.43258,12619.3164,722.0840241,5.787745645,0.125085393,1
1,13848.73456,14917.07571,778.2427432,5.855546457,0.128401805,1
1,15943.69371,16884.34813,696.7521448,5.864403417,0.12048442,1
1,15016.44667,16052.91054,756.1704461,5.892503367,0.126470679,1
1,17305.26866,18367.54405,786.5945621,5.961627842,0.128035726,1
2,27374.53027,29990.1828,388.8790245,7.371962409,0.200911547,1
2,56423.0203,57722.75156,494.2900143,6.853021381,0.141635616,1
1,12402.75143,13289.31314,616.428807,5.721058061,0.116967978,1
1,8198.207602,11059.91173,1334.701885,6.367548391,0.210147881,1
1,40542.72018,45000.95863,413.9677657,6.45434034,0.262297504,1
1,12349.26394,13170.02479,560.8926142,5.695136159,0.112544111,1
1,12500.7374,13851.79347,356.6781945,6.887578681,0.14439712,1
2,40460.06509,42707.87409,680.7144919,6.820855901,0.186258993,1
1,11681.72899,12520.22365,589.4443876,5.684547537,0.113753769,1
1,7707.359011,10758.03524,952.4398027,6.214788407,0.216981579,1
2,43195.54679,45413.43872,607.8894518,6.513050483,0.185017576,1
1,12120.98201,13024.39635,595.5714124,5.772684064,0.118074681,1
1,14622.70152,17297.54709,710.9700448,6.464283151,0.203171737,1
1,11787.7952,12902.03426,727.7728851,5.767951992,0.131130071,1
1,15125.87238,16289.71385,628.0868345,6.094970381,0.134016973,1
1,14315.69977,15460.90626,755.9353758,5.955987431,0.132940405,1
1,16574.5515,17674.5062,711.0635169,5.9575133,0.130286854,1
1,17526.53744,18689.39805,759.3098679,5.988191585,0.133960383,1
1,15486.03134,16547.30201,732.2747171,5.887687924,0.127975133,1
1,16988.46609,17968.29059,670.9172895,5.954913708,0.122966529,1
1,17726.28865,18725.3734,749.6207259,6.046052836,0.124169269,1
3,29314.28204,31374.84929,591.1762894,6.669753804,0.17834077,1
2,32959.89521,35261.88239,480.4134094,6.827033766,0.188479852,1
2,34798.51593,37076.19807,657.079918,6.919042705,0.187670254,1
2,47285.58648,49308.29539,599.0918619,6.996554397,0.176679716,1
1,11382.76669,12316.37463,665.4906137,5.705045347,0.120031458,1
1,9724.385734,10845.00678,606.4521713,5.617879979,0.131504892,1
1,13657.41759,14705.10307,646.0237901,5.895145264,0.127153476,1
1,16559.51951,17637.40136,736.9369916,5.911658486,0.128973439,1
1,14554.63915,15568.43709,699.5145118,5.89889976,0.125080137,1
1,17656.56357,18700.56582,672.9944827,5.98398466,0.12692969,1
1,17490.91352,18638.88194,787.4345499,5.937258975,0.13309996,1
1,19978.1602,21173.6445,753.8346976,5.973601603,0.135826957,1
1,21592.93671,22836.18288,811.8115149,6.048631504,0.138513273,1
1,17438.40459,18376.23044,644.1503864,5.949379813,0.120302285,1
1,19497.65413,20437.66501,707.7308789,5.971048429,0.120442272,1
3,30785.9274,33008.89884,611.6279391,7.51115893,0.185223808,1
1,12613.88405,13504.69013,573.6282732,5.72112792,0.117248043,1
1,9690.879022,10514.91857,668.2405062,5.58894926,0.112769467,1
1,15565.15235,16454.91097,545.302427,5.972033273,0.117178718,1
1,17457.03655,18530.92663,779.0948805,5.903243606,0.128734484,1
1,15555.37624,16601.39734,744.0150627,5.940539199,0.127052615,1
1,17611.90113,18617.21514,755.1247842,5.932479332,0.124555652,1
1,17671.80272,18655.21922,729.1719138,5.92365841,0.123191746,1
1,19420.49634,20472.28166,780.6705904,5.953344157,0.127402219,1
3,38521.12292,40632.93854,952.748406,6.585769945,0.180532866,1
2,48218.11528,50075.12964,459.3535843,6.657201722,0.169295658,1
2,55257.6449,56960.52348,398.7267662,6.935581799,0.162118956,1
2,34857.48522,37520.24768,746.0744667,6.991620578,0.20271199,1
1,11434.84613,12287.73811,605.9189842,5.733017103,0.114725389,1
1,14126.64216,14942.74721,657.3353018,5.656430237,0.112224588,1
1,13213.86928,14275.91243,633.3701158,5.930030147,0.1280217,1
1,17480.9262,18518.05364,750.8804291,5.950515544,0.126511177,1
1,17592.79898,18587.68814,639.651496,5.888398724,0.123908183,1
1,18183.30481,19139.37029,671.7116491,5.961929792,0.121466897,1
1,18653.60427,19675.47686,693.911336,5.905919532,0.125577231,1
1,20152.38325,21091.3717,605.5851136,5.957556423,0.120376753,1
2,24122.1634,25451.94281,826.5526076,6.017488947,0.143253743,1
1,16365.21565,17335.50468,656.5186777,5.936647787,0.122366947,1
1,14570.81445,15534.9506,681.0203354,5.876794271,0.121978118,1
1,14040.67465,14957.87148,688.4056641,5.832556387,0.118971836,1
1,11991.74533,12952.97674,652.9055421,5.825785883,0.121794179,1
1,15441.26896,16464.04548,747.6490082,5.902481372,0.125633144,1
1,13181.08961,14236.71122,822.5142207,5.94395046,0.127634309,1
1,9735.37286,12594.77137,1015.017464,6.256026747,0.210063231,1
2,38851.36953,40177.13992,508.4903002,7.070092414,0.143047211,1
1,9845.977841,10991.23864,536.8250558,6.026117924,0.132942941,1
1,8656.9729,9660.64086,618.398936,5.700885007,0.124453625,1
1,15586.68011,16834.1752,753.2451841,6.018094812,0.138749963,1
2,19743.01459,21315.28662,897.9706446,5.947746366,0.155768536,1
1,12336.82164,13382.17056,725.3760514,5.839513282,0.12701157,1
1,16362.38366,17239.07646,580.2339818,5.914060695,0.116315139,1
1,16937.43751,17940.99305,682.2286872,5.931607081,0.124446648,1
1,17783.40224,18819.06017,721.9340452,5.987951027,0.126421515,1
1,19162.41941,20262.2221,757.0954317,5.99839885,0.13027873,1
1,21860.5929,22985.01568,793.7749779,6.007119003,0.13172826,1
2,43198.53045,45618.62589,550.356251,6.80510659,0.193257722,1
1,11549.05734,12357.40363,525.0492461,5.687306486,0.111689225,1
1,9023.731863,10182.58866,521.3056745,5.722044441,0.133729979,1
1,16314.51503,17283.50861,498.6474599,6.233281941,0.122285494,1
2,35479.95731,38527.08734,1538.277749,7.050778039,0.216849299,1
2,22165.70179,23600.71646,943.8478146,6.115279973,0.148813069,1
1,17082.28303,18151.32722,685.615345,6.048864553,0.128443022,1
2,19567.17948,20728.75934,919.2839484,5.954533544,0.13388715,1
1,9202.616364,12607.45264,946.4023435,6.145810564,0.229224539,1
1,14646.7869,15588.85616,660.8265756,5.830643702,0.120575016,1
1,15817.81919,17166.70911,722.3265811,6.064896724,0.14427866,1
2,16885.94827,18050.55488,820.3731493,5.953944921,0.134060898,1
1,17135.10589,18123.56202,704.4762933,5.943623763,0.123506961,1
1,18341.15284,19431.04923,739.079541,5.999202469,0.129689605,1
1,13857.76803,14899.58471,759.0986973,5.838974352,0.126796853,1
1,15132.16028,16268.16989,772.0405017,5.88504146,0.132404791,1
1,19945.50588,20986.01226,733.8677266,6.031904007,0.126717075,1
1,7950.351559,11056.58892,1212.96339,6.188972217,0.218942745,1
1,14338.40944,15957.50051,333.2223354,5.710103324,0.158070478,1
1,12782.84156,13656.53759,599.8035984,5.689503635,0.116116169,1
1,12594.34614,15793.34821,720.135975,6.415404392,0.222187625,1
2,32773.78946,34680.76767,766.9795585,7.071671122,0.171593674,1
2,46348.4443,49025.1211,576.7160923,6.544252817,0.20324206,1
3,48390.42846,51114.97523,633.4989731,7.474057663,0.205097832,1
1,11390.13902,12279.40068,606.0660695,5.646726644,0.117146002,1
1,14408.84814,15408.75991,631.0238529,5.89873811,0.124220674,1
1,19450.00327,20771.6483,825.7406926,6.053083163,0.142813908,1
1,19189.03404,20498.55032,748.3673237,5.999967797,0.142157337,1
1,17923.55699,19010.77322,724.6216468,5.93028606,0.129531233,1
1,15843.69484,16892.68039,692.966242,5.913880679,0.127232299,1
1,15221.66629,16259.98327,708.6005021,5.889528306,0.126584074,1
1,16074.03581,17075.71373,750.0969734,5.868075551,0.12433037,1
1,16506.61532,17590.54154,799.5768184,5.901442019,0.129334283,1
1,20320.9455,21482.51487,773.791576,6.056957339,0.133886014,1
2,32856.12909,35575.45979,542.5086649,7.574199905,0.204854048,1
1,37170.95311,40913.88889,562.9118487,6.52180288,0.240337185,1
1,10830.8937,11778.40939,611.675204,5.597361353,0.120922414,1
2,32561.9991,34821.39087,546.6753058,6.842696802,0.186729964,1
1,13855.52044,14658.44948,541.5745021,5.767904833,0.111314733,1
2,31400.8618,33411.44719,451.8415444,7.623677519,0.176168721,1
2,48425.05592,51879.65737,520.4356829,6.655961626,0.230903569,1
1,11286.53766,12230.67124,622.7045931,5.702502821,0.120706103,1
1,12732.52081,13988.5544,593.2741472,5.773376083,0.139224039,1
1,14943.28,16215.79694,772.0361527,6.07481479,0.140134247,1
2,16691.57464,17983.15901,818.1595233,5.915886413,0.141181662,1
1,16191.12856,17395.82831,738.2755584,5.927321776,0.136349049,1
1,13899.96826,15014.16941,677.3196315,5.895185694,0.131128012,1
1,18068.86902,19098.43609,697.2852939,6.014802988,0.126049129,1
1,18204.0815,19317.65894,763.8274685,5.938796899,0.13109153,1
1,22956.41852,24502.6599,846.2083573,6.194710599,0.154472895,1
1,20780.08284,22904.87086,1197.425193,6.383436237,0.181080555,1
1,12135.05989,13693.27468,939.1395851,6.130677642,0.155071325,1
1,20963.4325,22053.44425,783.6380616,6.035626407,0.129696774,1
1,8554.656148,11776.73895,1023.714777,6.250636489,0.222990575,1
1,17368.78699,18384.03072,679.6896703,5.862556111,0.125169333,1
1,26646.67056,28716.60228,1128.737978,7.04872566,0.178729714,1
2,49474.34927,53431.36265,865.1095443,6.577642119,0.247118159,1
1,13434.7713,14197.92738,495.6048713,5.777115257,0.108522405,1
1,9760.18118,12604.34617,939.6063122,6.48291636,0.209505214,1
1,13465.01807,14368.81167,577.9118662,5.80098888,0.118099761,1
1,15350.97439,16578.68127,711.376099,6.030841202,0.137644836,1
1,13219.6146,14346.27122,705.0809924,5.833908116,0.131858549,1
1,12894.43727,13889.46776,713.2436032,5.855213413,0.123917064,1
1,14765.29142,15769.01164,685.2760878,5.859358892,0.124456954,1
1,18432.72323,19501.31772,693.8747191,5.998527399,0.12841632,1
1,18281.98506,19409.39284,740.2611973,5.946774342,0.131902984,1
2,22510.13332,23670.46686,801.5267371,5.928155037,0.13381495,1
1,16739.99298,17789.73615,724.3730813,5.946451741,0.127278362,1
1,17091.85143,18123.29362,704.451507,5.938053903,0.126165289,1
1,16614.85707,17681.42401,726.7945581,5.931252535,0.128295301,1
1,16476.40879,17467.87561,691.777204,5.889159522,0.123694893,1
1,17638.84107,18695.60785,761.2203891,5.91835252,0.12770332,1
1,18063.74213,19076.11006,715.0068526,5.93971137,0.124991855,1
1,18992.33583,19990.29923,705.6225906,5.957097295,0.124099439,1
1,21029.10458,22158.49838,878.7068624,6.021276343,0.132018635,1
1,16728.64657,19388.29656,878.5052436,6.196823029,0.20259318,1
2,45168.56937,47984.48262,1179.359333,6.976428352,0.208461679,1
1,12445.51063,13282.48768,591.4669754,5.679843154,0.113650213,1
2,51117.69264,55594.58913,596.6512351,6.521357878,0.262850682,1
2,38711.84328,40969.9015,558.5155451,7.427247587,0.186774828,1
2,58033.05777,61990.71181,470.3145399,6.346483155,0.24713973,1
1,8359.944528,9282.785792,624.6188309,5.557757185,0.119337344,1
1,12455.49434,13551.75233,680.5758769,5.732961025,0.130067694,1
1,15343.04217,16539.69637,685.8813255,5.983592292,0.135893796,1
1,18931.10748,20119.22015,808.4466003,6.034822992,0.135407093,1
1,19284.59039,20430.23212,774.3095694,6.022446877,0.132965081,1
1,17867.27335,18910.04798,663.3534429,5.999514466,0.12685514,1
1,19485.76951,20562.61658,729.2809691,5.993337341,0.128910895,1
1,17932.53599,18961.09421,706.9303738,5.933164942,0.125987377,1
1,17176.99728,18270.63356,697.0654248,5.923702326,0.129912383,1
1,11674.52156,12815.77843,782.4587759,5.835890088,0.132710315,1
1,18118.6756,19061.49573,635.4159477,5.916097925,0.120622116,1
1,18499.08779,19556.12264,740.3094533,5.919589667,0.127720437,1
1,18178.95254,19263.08122,799.5678148,5.943791326,0.129346,1
2,23644.58614,25778.63574,660.8167008,6.486068268,0.18147832,1
2,48016.68269,52207.53946,585.9156379,6.605688141,0.254335495,1
3,37116.63134,38948.62395,707.8737659,6.80296689,0.168171219,1
2,38491.2871,40780.99447,300.0634504,7.500672368,0.187978331,1
3,33077.14112,35534.66,724.6149909,7.075178303,0.194752217,1
1,10368.30902,11226.46278,581.1414309,5.62296464,0.115078743,1
1,13806.896,14618.43279,523.6441746,5.806814343,0.111909452,1
1,17460.76853,18600.24172,773.914004,5.948698785,0.132606421,1
1,18462.55039,19478.82871,633.9006431,6.002793226,0.125233582,1
1,18680.20483,19777.58441,712.2384988,5.957520404,0.130134072,1
1,18986.94118,20153.27734,776.8555509,5.969681147,0.13416041,1
1,16743.85328,17824.30631,706.6496652,5.948381503,0.129126521,1
1,14745.7501,15672.13011,667.9673095,5.84612271,0.119566035,1
1,16371.14134,17367.68823,696.8223622,5.943973018,0.124011331,1
2,32067.04735,34605.80586,665.2846047,7.581038514,0.197978423,1
2,35545.37607,37721.11016,577.6523444,7.348154961,0.183240774,1
1,10988.48708,11799.46531,570.2862014,5.621642564,0.111870894,1
1,6967.260046,9819.59748,1029.544839,6.222501561,0.209803648,1
2,43312.12431,46474.82524,751.5339621,7.106893741,0.220950598,1
1,10195.9216,11075.08356,589.3113908,5.556649708,0.116478901,1
2,30159.60053,32405.12045,845.3497889,6.96579943,0.186153784,1
2,32590.38878,34870.13315,300.960529,7.315156176,0.187567331,1
1,10234.94582,11098.72498,554.4063573,5.626342659,0.115455321,1
2,38461.70941,40837.53738,526.4354341,7.227107636,0.191486347,1
1,10258.88557,11146.33233,622.3017067,5.598622935,0.117026459,1
2,28167.17479,30189.46169,825.1437771,6.678344932,0.17666616,1
2,41609.65056,43520.34907,600.9529869,7.036522461,0.171716129,1
1,10830.20556,11731.33136,591.9837328,5.644721968,0.117924857,1
1,8996.189327,12261.58038,999.8659886,6.319556279,0.224482418,1
1,11825.569,12794.74376,661.3116384,5.736724664,0.122296399,1
1,15247.03141,16532.24384,701.4901885,6.12682625,0.140833325,1
1,14761.493,16167.07391,837.0479822,6.205101174,0.147278902,1
2,14757.98481,16111.12707,845.4722752,6.005758888,0.144505622,1
1,17451.96446,18518.11067,725.0680808,6.018034438,0.12826966,1
1,15660.89307,16680.43211,652.1930599,5.978466255,0.125433768,1
1,17749.69221,18878.58394,721.1257393,5.961390039,0.131989303,1
1,20221.5402,21348.27109,702.3348861,6.053410124,0.131863321,1
1,20767.26271,21966.56643,755.5419282,6.122886566,0.136043582,1
1,22887.79695,24410.56483,856.9898887,6.205221243,0.153295514,1
2,21355.593,23064.18417,1018.300575,6.305159849,0.162379715,1
1,20519.68958,21818.72792,784.3533461,6.096644138,0.141587051,1
1,11151.74322,14679.07559,907.8430343,6.044665143,0.233321732,1
1,12915.73528,14075.3275,676.5079326,5.690043541,0.133772567,1
1,14911.23347,18395.30353,491.5639048,6.546757225,0.231878894,1
1,14106.02548,15061.52473,549.2685889,5.953899077,0.121430987,1
1,16148.75108,17243.20385,753.8930456,5.956375784,0.129960577,1
1,14228.74593,15297.22113,714.1494581,5.878830313,0.128409109,1
1,18203.94753,19225.59512,729.5939716,5.957314593,0.125563457,1
1,16348.50129,17410.50685,747.6200562,5.978695748,0.128019431,1
1,20422.96774,21347.82552,633.610581,6.045861587,0.119467556,1
1,19935.33376,21095.26271,804.8732395,6.098897849,0.133791638,1
1,16464.7875,17427.15676,703.1588362,5.957745099,0.121867278,1
1,18932.48035,20037.38484,778.4668337,5.991163929,0.1305799,1
1,17534.91924,18646.26691,789.2656575,5.935501627,0.130960886,1
2,23834.23987,24938.81673,852.9529728,5.98116974,0.130560413,1
1,20044.19294,21167.71411,803.5231342,6.115937389,0.131675259,1
3,45488.00359,47459.6736,807.6437622,6.862270888,0.174477344,1
1,17201.57077,18028.91426,608.4211934,5.883758864,0.112994664,1
1,29376.4464,30150.75774,467.7940452,6.071353109,0.109312871,1
1,12100.70306,13042.43725,623.6941808,6.155378027,0.120553975,1
2,20126.66794,21131.10348,777.495801,6.025112745,0.124501202,1
1,15558.56681,16569.12968,700.7375861,5.952168351,0.124880524,1
1,18245.14332,19219.00805,634.8044866,5.945728778,0.122591915,1
1,19095.40065,20132.00865,715.1430401,5.985842249,0.126479757,1
1,20082.05826,21282.45881,855.7788396,6.021323147,0.136105474,1
1,14285.66033,15278.48239,677.3113492,5.931708634,0.123779906,1
1,15946.68608,16997.91791,733.1336386,5.974396138,0.127368417,1
1,18332.68267,19372.54198,737.4933445,5.993613755,0.126677677,1
1,17291.45406,18397.2308,799.7846713,5.900436227,0.130631117,1
1,17668.30353,18826.8349,848.2698372,5.98451889,0.133711096,1
1,15216.77666,16307.53477,808.208989,5.982339981,0.129741039,1
2,32761.4849,34876.73463,594.100214,7.455331027,0.180684165,1
1,13126.27717,14042.64713,600.5924489,5.76900866,0.118918268,1
1,18512.09711,19565.49861,673.4904015,6.203065854,0.1274998,1
2,14062.9356,15326.92747,980.5222029,5.917328768,0.139666417,1
1,16052.78411,17197.87846,811.6992948,6.000366039,0.132933847,1
2,22709.31283,23710.36079,815.660977,5.989255168,0.124291157,1
3,45238.28117,47733.9533,657.2635858,7.480484502,0.196248712,1
2,36780.77119,39167.57213,735.9932314,7.089634586,0.191920164,1
2,30713.5412,33337.08521,628.2159906,7.44707157,0.201214858,1
2,34265.6792,36129.21611,821.4065616,7.245065498,0.169586111,1
1,10662.65271,11513.84263,589.2505755,5.660608454,0.114610907,1
1,12489.21307,13431.54883,568.622701,5.765732981,0.120591438,1
1,14593.16988,15767.30238,726.111756,6.038679349,0.134609105,1
1,17209.15145,18410.00909,833.1954034,5.978607292,0.1361316,1
1,13960.80939,15119.42366,731.0334765,5.912350531,0.133715703,1
2,17062.4322,18366.05668,889.6478443,5.928507037,0.141837018,1
2,20513.024,21700.558,816.9463477,6.019057782,0.135374082,1
2,22113.76054,23209.03216,736.0477555,6.019323438,0.130009017,1
1,17274.21598,18462.18759,794.8699924,6.06470742,0.135399029,1
1,17887.52347,18937.28025,820.9198948,5.850288795,0.127279524,1
2,19847.76641,20908.88405,761.6564387,5.965501973,0.127966684,1
1,18774.62923,19829.17799,808.4733581,5.941082432,0.127569499,1
2,25053.7211,26438.11517,635.2342425,6.708137097,0.146170988,1
1,38841.17328,42041.04069,620.9104876,7.479616185,0.222220791,1
1,12833.92478,13765.66004,603.3866719,5.765888318,0.119911394,1
1,11054.65686,11879.7166,699.4358161,5.652252958,0.112838205,1
1,12378.32753,13467.13379,656.3609668,5.949831971,0.129624726,1
2,17215.63752,18326.89856,808.1804942,5.923754422,0.130954545,1
1,17492.10062,18580.46789,798.3035809,5.974441012,0.129599548,1
1,14867.08347,16006.47265,837.47537,5.935175899,0.132601756,1
1,18106.32137,19278.18631,833.6551572,6.017881366,0.134478096,1
1,20312.39596,21512.09542,826.3407404,6.070084364,0.13606593,1
2,42371.62223,44297.21031,633.6277973,7.418600253,0.172383728,1
3,46190.18982,48340.35169,896.2805627,6.96478304,0.182158096,1
1,12347.72021,13119.86815,507.7618905,5.7139999,0.109159813,1
1,13380.14181,14296.89723,639.2116018,5.802375119,0.118943178,1
2,19368.23358,20583.68795,810.2466113,6.00205351,0.136957769,1
1,20226.56239,21330.05263,729.0917791,6.035596358,0.130496303,1
1,20763.47713,21895.11139,813.0147122,5.985183688,0.13214971,1
